Home_Team,Away_Team,Player,Tries,Position,isHomePlayer,Prev_Round_Tries,Prev_Round_MinsPlayed,Prev_Round_All_RunMeters,Prev_OpponentTotalTackles,Prev_OpponentTeamTackleEfficiency
Sea Eagles,Storm,Jason Saab,0,Winger,Yes,1.0,80.0,90.0,211,1151.8799999999999
Sea Eagles,Storm,Brad Parker,0,Right Centre,Yes,0.0,80.0,45.0,211,1151.8799999999999
Sea Eagles,Storm,Morgan Harper,0,Left Centre,Yes,0.0,80.0,110.0,211,1151.8799999999999
Sea Eagles,Storm,Taniela Paseka,0,Prop,Yes,0.0,47.0,116.0,211,1151.8799999999999
Sea Eagles,Storm,Lachlan Croker,1,Hooker,Yes,0.0,80.0,17.0,211,1151.8799999999999
Sea Eagles,Storm,Jake Trbojevic,0,Prop,Yes,0.0,80.0,119.0,211,1151.8799999999999
Sea Eagles,Storm,Haumole Olakau'atu,0,Second Row,Yes,0.0,80.0,97.0,211,1151.8799999999999
Sea Eagles,Storm,Kelma Tuilagi,0,Second Row,Yes,0.0,69.0,73.0,211,1151.8799999999999
Sea Eagles,Storm,Josh Aloiai,0,Lock Forward,Yes,0.0,50.0,117.0,211,1151.8799999999999
Warriors,Cowboys,Scott Drinkwater,0,Fullback,No,0.0,80.0,81.0,205,986.58
Warriors,Cowboys,Kyle Feldt,0,Winger,No,2.0,80.0,132.0,205,986.58
Warriors,Cowboys,Valentine Holmes,1,Right Centre,No,1.0,80.0,155.0,205,986.58
Warriors,Cowboys,Peta Hiku,0,Left Centre,No,0.0,70.0,59.0,205,986.58
Warriors,Cowboys,Tom Dearden,0,Five-Eighth,No,0.0,80.0,67.0,205,986.58
Warriors,Cowboys,Coen Hess,0,Prop,No,1.0,70.0,105.0,205,986.58
Warriors,Cowboys,Reece Robson,0,Hooker,No,0.0,80.0,55.0,205,986.58
Warriors,Cowboys,Jason Taumalolo,0,Lock Forward,No,0.0,46.0,113.0,205,986.58
Warriors,Cowboys,Charnze Nicoll-Klokstad,0,Fullback,Yes,0.0,80.0,245.0,260,1059.23
Warriors,Cowboys,Edward Kosi,1,Winger,Yes,1.0,80.0,192.0,260,1059.23
Warriors,Cowboys,Adam Pompey,0,Right Centre,Yes,2.0,80.0,129.0,260,1059.23
Warriors,Cowboys,Marcelo Montoya,0,Left Centre,Yes,0.0,80.0,140.0,260,1059.23
Warriors,Cowboys,Dylan Walker,1,Five-Eighth,Yes,0.0,60.0,111.0,260,1059.23
Warriors,Cowboys,Shaun Johnson,0,Halfback,Yes,0.0,80.0,31.0,260,1059.23
Warriors,Cowboys,Addin Fonua-Blake,1,Prop,Yes,0.0,51.0,151.0,260,1059.23
Warriors,Cowboys,Jackson Ford,0,Second Row,Yes,1.0,80.0,120.0,260,1059.23
Knights,Panthers,Dylan Edwards,0,Fullback,No,4.0,80.0,190.0,270,1025.31
Knights,Panthers,Sunia Turuva,0,Winger,No,0.0,80.0,126.0,270,1025.31
Knights,Panthers,Izack Tago,0,Right Centre,No,0.0,80.0,189.0,270,1025.31
Knights,Panthers,Stephen Crichton,0,Left Centre,No,0.0,80.0,144.0,270,1025.31
Knights,Panthers,Brian To'o,1,Winger,No,1.0,80.0,246.0,270,1025.31
Knights,Panthers,Jarome Luai,0,Five-Eighth,No,0.0,80.0,69.0,270,1025.31
Knights,Panthers,Moses Leota,0,Prop,No,0.0,40.0,147.0,270,1025.31
Knights,Panthers,Mitch Kenny,0,Hooker,No,0.0,51.0,51.0,270,1025.31
Knights,Panthers,Matthew Eisenhuth,0,Prop,No,0.0,36.0,87.0,270,1025.31
Knights,Panthers,Zac Hosking,0,Second Row,No,0.0,80.0,131.0,270,1025.31
Knights,Panthers,Isaah Yeo,0,Lock Forward,No,0.0,70.0,210.0,270,1025.31
Titans,Broncos,Reece Walsh,1,Fullback,No,0.0,80.0,192.0,295,1051.9299999999998
Titans,Broncos,Jesse Arthars,1,Winger,No,1.0,80.0,113.0,295,1051.9299999999998
Titans,Broncos,Kotoni Staggs,0,Right Centre,No,0.0,80.0,125.0,295,1051.9299999999998
Titans,Broncos,Herbie Farnworth,1,Left Centre,No,0.0,80.0,139.0,295,1051.9299999999998
Titans,Broncos,Selwyn Cobbo,1,Winger,No,1.0,80.0,146.0,295,1051.9299999999998
Titans,Broncos,Ezra Mam,1,Five-Eighth,No,0.0,80.0,88.0,295,1051.9299999999998
Titans,Broncos,Billy Walters,0,Hooker,No,0.0,48.0,30.0,295,1051.9299999999998
Titans,Broncos,Payne Haas,0,Prop,No,0.0,58.0,203.0,295,1051.9299999999998
Titans,Broncos,Kurt Capewell,1,Second Row,No,0.0,67.0,28.0,295,1051.9299999999998
Titans,Broncos,Jordan Riki,1,Second Row,No,1.0,80.0,92.0,295,1051.9299999999998
Titans,Broncos,Patrick Carrigan,0,Lock Forward,No,0.0,75.0,153.0,295,1051.9299999999998
Raiders,Dragons,Sebastian Kris,1,Fullback,Yes,0.0,80.0,169.0,223,1023.6100000000001
Raiders,Dragons,Matthew Timoko,1,Left Centre,Yes,0.0,80.0,148.0,223,1023.6100000000001
Raiders,Dragons,Albert Hopoate,0,Winger,Yes,1.0,80.0,152.0,223,1023.6100000000001
Raiders,Dragons,Jamal Fogarty,0,Halfback,Yes,0.0,80.0,87.0,223,1023.6100000000001
Raiders,Dragons,Josh Papali'i,0,Prop,Yes,0.0,44.0,156.0,223,1023.6100000000001
Raiders,Dragons,Zac Woolford,0,Hooker,Yes,0.0,56.0,29.0,223,1023.6100000000001
Raiders,Dragons,Hudson Young,1,Second Row,Yes,0.0,80.0,125.0,223,1023.6100000000001
Raiders,Dragons,Elliott Whitehead,0,Second Row,Yes,0.0,80.0,37.0,223,1023.6100000000001
Raiders,Dragons,Corey Horsburgh,0,Lock Forward,Yes,0.0,71.0,88.0,223,1023.6100000000001
Eels,Bulldogs,Hayze Perham,0,Fullback,No,0.0,80.0,123.0,192,1207.18
Eels,Bulldogs,Jacob Kiraz,0,Winger,No,0.0,80.0,131.0,192,1207.18
Eels,Bulldogs,Jake Averillo,0,Right Centre,No,1.0,80.0,143.0,192,1207.18
Eels,Bulldogs,Paul Alamoti,1,Left Centre,No,0.0,80.0,81.0,192,1207.18
Eels,Bulldogs,Kyle Flanagan,0,Halfback,No,0.0,80.0,42.0,192,1207.18
Eels,Bulldogs,Max King,0,Prop,No,0.0,62.0,88.0,192,1207.18
Eels,Bulldogs,Reed Mahoney,0,Hooker,No,0.0,80.0,48.0,192,1207.18
Eels,Bulldogs,Jacob Preston,0,Second Row,No,0.0,70.0,70.0,192,1207.18
Eels,Bulldogs,Corey Waddell,0,Second Row,No,0.0,80.0,106.0,192,1207.18
Eels,Bulldogs,Maika Sivo,2,Winger,Yes,2.0,80.0,107.0,226,1102.6200000000001
Eels,Bulldogs,Will Penisini,1,Right Centre,Yes,1.0,80.0,150.0,226,1102.6200000000001
Eels,Bulldogs,Sean Russell,0,Left Centre,Yes,0.0,80.0,107.0,226,1102.6200000000001
Eels,Bulldogs,Haze Dunster,0,Winger,Yes,0.0,80.0,69.0,226,1102.6200000000001
Eels,Bulldogs,Dylan Brown,0,Five-Eighth,Yes,0.0,80.0,112.0,226,1102.6200000000001
Eels,Bulldogs,Mitchell Moses,1,Halfback,Yes,0.0,80.0,106.0,226,1102.6200000000001
Eels,Bulldogs,Reagan Campbell-Gillard,1,Prop,Yes,0.0,57.0,89.0,226,1102.6200000000001
Eels,Bulldogs,Shaun Lane,0,Second Row,Yes,0.0,80.0,109.0,226,1102.6200000000001
Eels,Bulldogs,Ryan Matterson,0,Second Row,Yes,0.0,73.0,191.0,226,1102.6200000000001
Storm,Roosters,Daniel Tupou,0,Winger,No,1.0,80.0,236.0,246,1163.4099999999999
Storm,Roosters,Joseph-Aukuso Suaalii,0,Right Centre,No,0.0,80.0,132.0,246,1163.4099999999999
Storm,Roosters,Drew Hutchison,0,Left Centre,No,1.0,80.0,57.0,246,1163.4099999999999
Storm,Roosters,Jaxson Paulo,1,Winger,No,1.0,80.0,175.0,246,1163.4099999999999
Storm,Roosters,Sam Walker,0,Halfback,No,0.0,80.0,28.0,246,1163.4099999999999
Storm,Roosters,Jared Waerea-Hargreaves,0,Prop,No,0.0,49.0,180.0,246,1163.4099999999999
Storm,Roosters,Brandon Smith,0,Hooker,No,0.0,68.0,29.0,246,1163.4099999999999
Storm,Roosters,Lindsay Collins,0,Prop,No,0.0,59.0,138.0,246,1163.4099999999999
Storm,Roosters,Egan Butcher,0,Second Row,No,0.0,80.0,108.0,246,1163.4099999999999
Storm,Roosters,Nat Butcher,0,Second Row,No,0.0,80.0,102.0,246,1163.4099999999999
Storm,Roosters,Victor Radley,0,Lock Forward,No,0.0,77.0,107.0,246,1163.4099999999999
Storm,Roosters,Nick Meaney,1,Fullback,Yes,0.0,80.0,133.0,283,1074.28
Storm,Roosters,Will Warbrick,0,Winger,Yes,1.0,80.0,143.0,283,1074.28
Storm,Roosters,Reimis Smith,0,Right Centre,Yes,0.0,80.0,148.0,283,1074.28
Storm,Roosters,Justin Olam,0,Left Centre,Yes,0.0,80.0,149.0,283,1074.28
Storm,Roosters,Xavier Coates,3,Winger,Yes,0.0,80.0,122.0,283,1074.28
Storm,Roosters,Cameron Munster,1,Five-Eighth,Yes,1.0,80.0,141.0,283,1074.28
Storm,Roosters,Tui Kamikamica,0,Prop,Yes,0.0,36.0,128.0,283,1074.28
Storm,Roosters,Harry Grant,0,Hooker,Yes,0.0,80.0,107.0,283,1074.28
Storm,Roosters,Trent Loiero,0,Second Row,Yes,0.0,80.0,155.0,283,1074.28
Storm,Roosters,Eliesa Katoa,0,Second Row,Yes,0.0,80.0,154.0,283,1074.28
Storm,Roosters,Josh King,0,Lock Forward,Yes,1.0,67.0,133.0,283,1074.28
Bulldogs,Rabbitohs,Latrell Mitchell,3,Fullback,No,0.0,80.0,172.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Isaiah Tass,0,Right Centre,No,0.0,80.0,146.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Campbell Graham,3,Left Centre,No,1.0,80.0,141.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Izaac Tu’itupou Thompson,0,Winger,No,0.0,80.0,167.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Cody Walker,1,Five-Eighth,No,1.0,80.0,115.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Lachlan Ilias,0,Halfback,No,0.0,80.0,72.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Damien Cook,0,Hooker,No,0.0,80.0,89.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Thomas Burgess,0,Prop,No,0.0,54.0,218.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Keaon Koloamatangi,0,Second Row,No,0.0,74.0,126.0,332,1013.1699999999998
Bulldogs,Rabbitohs,Jacob Host,1,Second Row,No,0.0,41.0,98.0,332,1013.1699999999998
Cowboys,Dolphins,Kyle Feldt,2,Winger,Yes,0.0,85.0,121.0,278,1166.1
Cowboys,Dolphins,Valentine Holmes,1,Right Centre,Yes,0.0,85.0,162.0,278,1166.1
Cowboys,Dolphins,Peta Hiku,0,Left Centre,Yes,0.0,85.0,183.0,278,1166.1
Cowboys,Dolphins,Brendan Elliot,0,Winger,Yes,0.0,85.0,193.0,278,1166.1
Cowboys,Dolphins,Tom Dearden,0,Five-Eighth,Yes,1.0,85.0,105.0,278,1166.1
Cowboys,Dolphins,Reece Robson,0,Hooker,Yes,0.0,85.0,103.0,278,1166.1
Cowboys,Dolphins,Coen Hess,1,Second Row,Yes,0.0,68.0,62.0,278,1166.1
Cowboys,Dolphins,Griffin Neame,0,Second Row,Yes,0.0,59.0,168.0,278,1166.1
Cowboys,Dolphins,Jason Taumalolo,0,Lock Forward,Yes,0.0,62.0,198.0,278,1166.1
Panthers,Sea Eagles,Dylan Edwards,4,Fullback,Yes,0.0,80.0,146.0,259,1066.62
Panthers,Sea Eagles,Sunia Turuva,0,Winger,Yes,2.0,80.0,114.0,259,1066.62
Panthers,Sea Eagles,Izack Tago,0,Right Centre,Yes,2.0,80.0,133.0,259,1066.62
Panthers,Sea Eagles,Stephen Crichton,0,Left Centre,Yes,1.0,70.0,63.0,259,1066.62
Panthers,Sea Eagles,Brian To'o,1,Winger,Yes,0.0,80.0,235.0,259,1066.62
Panthers,Sea Eagles,Jarome Luai,0,Five-Eighth,Yes,0.0,80.0,64.0,259,1066.62
Panthers,Sea Eagles,Moses Leota,0,Prop,Yes,0.0,47.0,162.0,259,1066.62
Panthers,Sea Eagles,Mitch Kenny,0,Hooker,Yes,0.0,57.0,0.0,259,1066.62
Panthers,Sea Eagles,Scott Sorensen,1,Second Row,Yes,0.0,67.0,78.0,259,1066.62
Panthers,Sea Eagles,Zac Hosking,0,Second Row,Yes,1.0,80.0,117.0,259,1066.62
Panthers,Sea Eagles,Isaah Yeo,0,Lock Forward,Yes,0.0,80.0,155.0,259,1066.62
Broncos,Raiders,Sebastian Kris,0,Fullback,No,0.0,80.0,99.0,225,1153.0
Broncos,Raiders,Albert Hopoate,1,Winger,No,0.0,80.0,92.0,225,1153.0
Broncos,Raiders,Matthew Timoko,0,Left Centre,No,0.0,80.0,129.0,225,1153.0
Broncos,Raiders,Jordan Rapana,2,Winger,No,0.0,80.0,89.0,225,1153.0
Broncos,Raiders,Jamal Fogarty,0,Halfback,No,0.0,80.0,35.0,225,1153.0
Broncos,Raiders,Zac Woolford,0,Hooker,No,0.0,35.0,5.0,225,1153.0
Broncos,Raiders,Hudson Young,0,Second Row,No,1.0,80.0,33.0,225,1153.0
Broncos,Raiders,Elliott Whitehead,0,Second Row,No,1.0,61.0,75.0,225,1153.0
Titans,Dragons,Tyrell Sloan,0,Fullback,No,1.0,80.0,147.0,252,1112.75
Titans,Dragons,Mathew Feagai,0,Winger,No,0.0,80.0,161.0,252,1112.75
Titans,Dragons,Mosese Suli,0,Right Centre,No,0.0,80.0,198.0,252,1112.75
Titans,Dragons,Zac Lomax,1,Left Centre,No,1.0,80.0,116.0,252,1112.75
Titans,Dragons,Mikaele Ravalawa,1,Winger,No,2.0,80.0,108.0,252,1112.75
Titans,Dragons,Francis Molo,0,Prop,No,0.0,42.0,107.0,252,1112.75
Titans,Dragons,Jacob Liddle,0,Hooker,No,1.0,49.0,37.0,252,1112.75
Titans,Dragons,Blake Lawrie,0,Prop,No,1.0,58.0,154.0,252,1112.75
Titans,Dragons,Ben Murdoch-Masila,0,Second Row,No,0.0,80.0,108.0,252,1112.75
Titans,Dragons,Jaydn Su'a,0,Second Row,No,0.0,24.0,38.0,252,1112.75
Titans,Dragons,Jack Bird,0,Lock Forward,No,0.0,80.0,91.0,252,1112.75
Roosters,Eels,Maika Sivo,1,Winger,No,0.0,83.0,149.0,319,1176.53
Roosters,Eels,Will Penisini,0,Right Centre,No,0.0,83.0,135.0,319,1176.53
Roosters,Eels,Waqa Blake,0,Left Centre,No,0.0,83.0,108.0,319,1176.53
Roosters,Eels,Bailey Simonsson,1,Winger,No,0.0,83.0,111.0,319,1176.53
Roosters,Eels,Dylan Brown,0,Five-Eighth,No,0.0,83.0,91.0,319,1176.53
Roosters,Eels,Mitchell Moses,0,Halfback,No,0.0,83.0,62.0,319,1176.53
Roosters,Eels,Reagan Campbell-Gillard,0,Prop,No,0.0,57.0,255.0,319,1176.53
Roosters,Eels,Josh Hodgson,0,Hooker,No,0.0,49.0,16.0,319,1176.53
Roosters,Eels,Bryce Cartwright,0,Second Row,No,1.0,83.0,167.0,319,1176.53
Roosters,Eels,Ryan Matterson,0,Second Row,No,0.0,83.0,146.0,319,1176.53
Roosters,Eels,J'maine Hopgood,0,Lock Forward,No,0.0,68.0,165.0,319,1176.53
Raiders,Panthers,Sebastian Kris,0,Fullback,Yes,0.0,80.0,293.0,308,1147.8500000000001
Raiders,Panthers,Albert Hopoate,0,Winger,Yes,0.0,80.0,192.0,308,1147.8500000000001
Raiders,Panthers,Matthew Timoko,0,Right Centre,Yes,0.0,80.0,253.0,308,1147.8500000000001
Raiders,Panthers,Harley Smith-Shields,0,Left Centre,Yes,0.0,80.0,118.0,308,1147.8500000000001
Raiders,Panthers,Zac Woolford,0,Hooker,Yes,0.0,25.0,19.0,308,1147.8500000000001
Raiders,Panthers,Joseph Tapine,0,Prop,Yes,0.0,56.0,241.0,308,1147.8500000000001
Raiders,Panthers,Hudson Young,1,Second Row,Yes,1.0,80.0,158.0,308,1147.8500000000001
Raiders,Panthers,Corey Harawira-Naera,0,Lock Forward,Yes,0.0,73.0,21.0,308,1147.8500000000001
Rabbitohs,Storm,Nick Meaney,0,Fullback,No,1.0,80.0,166.0,300,1128.8899999999999
Rabbitohs,Storm,Will Warbrick,1,Winger,No,1.0,80.0,202.0,300,1128.8899999999999
Rabbitohs,Storm,Reimis Smith,0,Right Centre,No,0.0,80.0,130.0,300,1128.8899999999999
Rabbitohs,Storm,Justin Olam,0,Left Centre,No,1.0,80.0,136.0,300,1128.8899999999999
Rabbitohs,Storm,Xavier Coates,0,Winger,No,0.0,80.0,114.0,300,1128.8899999999999
Rabbitohs,Storm,Cameron Munster,1,Five-Eighth,No,1.0,80.0,145.0,300,1128.8899999999999
Rabbitohs,Storm,Tui Kamikamica,0,Prop,No,0.0,50.0,73.0,300,1128.8899999999999
Rabbitohs,Storm,Harry Grant,0,Hooker,No,0.0,80.0,49.0,300,1128.8899999999999
Rabbitohs,Storm,Trent Loiero,0,Second Row,No,0.0,80.0,177.0,300,1128.8899999999999
Rabbitohs,Storm,Eliesa Katoa,0,Second Row,No,0.0,80.0,125.0,300,1128.8899999999999
Rabbitohs,Storm,Josh King,1,Lock Forward,No,0.0,71.0,166.0,300,1128.8899999999999
Dragons,Dolphins,Hamiso Tabuai-Fidow,1,Fullback,No,1.0,80.0,216.0,269,1114.0900000000001
Dragons,Dolphins,Jamayne Isaako,1,Winger,No,0.0,80.0,193.0,269,1114.0900000000001
Dragons,Dolphins,Euan Aitken,0,Right Centre,No,0.0,80.0,103.0,269,1114.0900000000001
Dragons,Dolphins,Brenko Lee,0,Left Centre,No,0.0,80.0,125.0,269,1114.0900000000001
Dragons,Dolphins,Kenneath Bromwich,0,Second Row,No,0.0,80.0,94.0,269,1114.0900000000001
Dragons,Dolphins,Connelly Lemuelu,0,Second Row,No,0.0,80.0,104.0,269,1114.0900000000001
Dragons,Dolphins,Tom Gilbert,0,Lock Forward,No,0.0,66.0,124.0,269,1114.0900000000001
Sharks,Warriors,Charnze Nicoll-Klokstad,0,Fullback,No,0.0,80.0,160.0,310,1086.4999999999998
Sharks,Warriors,Edward Kosi,1,Winger,No,0.0,80.0,125.0,310,1086.4999999999998
Sharks,Warriors,Viliami Vailea,0,Right Centre,No,1.0,80.0,164.0,310,1086.4999999999998
Sharks,Warriors,Adam Pompey,0,Left Centre,No,0.0,80.0,91.0,310,1086.4999999999998
Sharks,Warriors,Marcelo Montoya,0,Winger,No,1.0,80.0,158.0,310,1086.4999999999998
Sharks,Warriors,Shaun Johnson,1,Halfback,No,1.0,80.0,79.0,310,1086.4999999999998
Sharks,Warriors,Addin Fonua-Blake,0,Prop,No,0.0,49.0,148.0,310,1086.4999999999998
Sharks,Warriors,Bunty Afoa,0,Prop,No,0.0,30.0,77.0,310,1086.4999999999998
Sharks,Warriors,Jackson Ford,0,Second Row,No,0.0,80.0,109.0,310,1086.4999999999998
Sharks,Warriors,Marata Niukore,1,Second Row,No,0.0,67.0,97.0,310,1086.4999999999998
Sharks,Warriors,William Kennedy,1,Fullback,Yes,1.0,80.0,180.0,238,1025.0900000000001
Sharks,Warriors,Sione Katoa,1,Winger,Yes,1.0,80.0,129.0,238,1025.0900000000001
Sharks,Warriors,Jesse Ramien,0,Right Centre,Yes,2.0,80.0,131.0,238,1025.0900000000001
Sharks,Warriors,Siosifa Talakai,0,Left Centre,Yes,0.0,80.0,126.0,238,1025.0900000000001
Sharks,Warriors,Ronaldo Mulitalo,2,Winger,Yes,2.0,80.0,125.0,238,1025.0900000000001
Sharks,Warriors,Matt Moylan,0,Five-Eighth,Yes,0.0,80.0,94.0,238,1025.0900000000001
Sharks,Warriors,Nicholas Hynes,0,Halfback,Yes,0.0,72.0,148.0,238,1025.0900000000001
Sharks,Warriors,Toby Rudolf,0,Prop,Yes,0.0,51.0,109.0,238,1025.0900000000001
Sharks,Warriors,Blayke Brailey,0,Hooker,Yes,0.0,80.0,57.0,238,1025.0900000000001
Sharks,Warriors,Braden Hamlin-Uele,0,Prop,Yes,0.0,42.0,97.0,238,1025.0900000000001
Sharks,Warriors,Briton Nikora,0,Second Row,Yes,1.0,67.0,86.0,238,1025.0900000000001
Sharks,Warriors,Teig Wilton,1,Second Row,Yes,0.0,80.0,121.0,238,1025.0900000000001
Bulldogs,Cowboys,Tom Chester,1,Fullback,No,1.0,80.0,136.0,246,1175.34
Bulldogs,Cowboys,Kyle Feldt,0,Winger,No,0.0,80.0,119.0,246,1175.34
Bulldogs,Cowboys,Valentine Holmes,0,Right Centre,No,1.0,80.0,232.0,246,1175.34
Bulldogs,Cowboys,Tom Dearden,1,Five-Eighth,No,0.0,80.0,99.0,246,1175.34
Bulldogs,Cowboys,Jordan McLean,0,Prop,No,0.0,49.0,137.0,246,1175.34
Bulldogs,Cowboys,Reece Robson,0,Hooker,No,0.0,80.0,100.0,246,1175.34
Bulldogs,Cowboys,Coen Hess,0,Second Row,No,0.0,65.0,67.0,246,1175.34
Bulldogs,Cowboys,Jason Taumalolo,0,Lock Forward,No,0.0,54.0,104.0,246,1175.34
Bulldogs,Cowboys,Hayze Perham,0,Fullback,Yes,0.0,80.0,179.0,257,1032.6000000000001
Bulldogs,Cowboys,Jacob Kiraz,0,Winger,Yes,1.0,80.0,192.0,257,1032.6000000000001
Bulldogs,Cowboys,Jake Averillo,0,Right Centre,Yes,0.0,80.0,77.0,257,1032.6000000000001
Bulldogs,Cowboys,Paul Alamoti,0,Left Centre,Yes,0.0,80.0,159.0,257,1032.6000000000001
Bulldogs,Cowboys,Josh Addo-Carr,1,Winger,Yes,1.0,80.0,187.0,257,1032.6000000000001
Bulldogs,Cowboys,Kyle Flanagan,0,Halfback,Yes,0.0,80.0,32.0,257,1032.6000000000001
Bulldogs,Cowboys,Max King,0,Prop,Yes,0.0,66.0,124.0,257,1032.6000000000001
Bulldogs,Cowboys,Reed Mahoney,0,Hooker,Yes,0.0,80.0,36.0,257,1032.6000000000001
Bulldogs,Cowboys,Ryan Sutton,0,Prop,Yes,0.0,47.0,84.0,257,1032.6000000000001
Bulldogs,Cowboys,Jacob Preston,2,Second Row,Yes,0.0,80.0,73.0,257,1032.6000000000001
Bulldogs,Cowboys,Raymond Faitala-Mariner,0,Second Row,Yes,0.0,54.0,94.0,257,1032.6000000000001
Eels,Panthers,Maika Sivo,0,Winger,Yes,2.0,80.0,114.0,214,1013.2100000000002
Eels,Panthers,Will Penisini,0,Right Centre,Yes,0.0,80.0,181.0,214,1013.2100000000002
Eels,Panthers,Waqa Blake,0,Left Centre,Yes,0.0,80.0,93.0,214,1013.2100000000002
Eels,Panthers,Bailey Simonsson,0,Winger,Yes,0.0,80.0,77.0,214,1013.2100000000002
Eels,Panthers,Dylan Brown,0,Five-Eighth,Yes,0.0,80.0,167.0,214,1013.2100000000002
Eels,Panthers,Mitchell Moses,0,Halfback,Yes,0.0,80.0,118.0,214,1013.2100000000002
Eels,Panthers,Reagan Campbell-Gillard,0,Prop,Yes,0.0,53.0,128.0,214,1013.2100000000002
Eels,Panthers,Josh Hodgson,0,Hooker,Yes,1.0,80.0,68.0,214,1013.2100000000002
Eels,Panthers,Junior Paulo,0,Prop,Yes,0.0,66.0,149.0,214,1013.2100000000002
Eels,Panthers,Bryce Cartwright,1,Second Row,Yes,0.0,80.0,147.0,214,1013.2100000000002
Eels,Panthers,J'maine Hopgood,0,Lock Forward,Yes,0.0,55.0,94.0,214,1013.2100000000002
Storm,Wests Tigers,Nick Meaney,1,Fullback,Yes,2.0,80.0,94.0,215,1031.53
Storm,Wests Tigers,Will Warbrick,1,Winger,Yes,0.0,80.0,95.0,215,1031.53
Storm,Wests Tigers,Reimis Smith,0,Right Centre,Yes,0.0,80.0,90.0,215,1031.53
Storm,Wests Tigers,Justin Olam,1,Left Centre,Yes,0.0,80.0,102.0,215,1031.53
Storm,Wests Tigers,Xavier Coates,0,Winger,Yes,1.0,80.0,53.0,215,1031.53
Storm,Wests Tigers,Tui Kamikamica,0,Prop,Yes,0.0,41.0,71.0,215,1031.53
Storm,Wests Tigers,Harry Grant,0,Hooker,Yes,0.0,80.0,63.0,215,1031.53
Storm,Wests Tigers,Trent Loiero,0,Second Row,Yes,0.0,80.0,125.0,215,1031.53
Storm,Wests Tigers,Eliesa Katoa,0,Second Row,Yes,0.0,80.0,163.0,215,1031.53
Storm,Wests Tigers,Josh King,0,Lock Forward,Yes,0.0,68.0,112.0,215,1031.53
Dolphins,Broncos,Hamiso Tabuai-Fidow,1,Fullback,Yes,1.0,80.0,136.0,287,1170.18
Dolphins,Broncos,Jamayne Isaako,0,Winger,Yes,2.0,80.0,158.0,287,1170.18
Dolphins,Broncos,Euan Aitken,0,Right Centre,Yes,0.0,80.0,125.0,287,1170.18
Dolphins,Broncos,Brenko Lee,0,Left Centre,Yes,0.0,80.0,119.0,287,1170.18
Dolphins,Broncos,Tesi Niu,0,Winger,Yes,3.0,80.0,230.0,287,1170.18
Dolphins,Broncos,Sean O'Sullivan,0,Halfback,Yes,0.0,80.0,50.0,287,1170.18
Dolphins,Broncos,Kenneath Bromwich,0,Second Row,Yes,0.0,55.0,90.0,287,1170.18
Dolphins,Broncos,Connelly Lemuelu,0,Second Row,Yes,0.0,72.0,134.0,287,1170.18
Dolphins,Broncos,Tom Gilbert,0,Lock Forward,Yes,0.0,59.0,172.0,287,1170.18
Dolphins,Broncos,Reece Walsh,0,Fullback,No,2.0,80.0,158.0,258,1072.8700000000001
Dolphins,Broncos,Jesse Arthars,1,Winger,No,0.0,80.0,100.0,258,1072.8700000000001
Dolphins,Broncos,Kotoni Staggs,1,Right Centre,No,2.0,80.0,153.0,258,1072.8700000000001
Dolphins,Broncos,Herbie Farnworth,0,Left Centre,No,0.0,80.0,157.0,258,1072.8700000000001
Dolphins,Broncos,Selwyn Cobbo,1,Winger,No,1.0,80.0,173.0,258,1072.8700000000001
Dolphins,Broncos,Ezra Mam,0,Five-Eighth,No,1.0,80.0,70.0,258,1072.8700000000001
Dolphins,Broncos,Billy Walters,0,Hooker,No,0.0,41.0,52.0,258,1072.8700000000001
Dolphins,Broncos,Payne Haas,0,Prop,No,0.0,59.0,240.0,258,1072.8700000000001
Dolphins,Broncos,Kurt Capewell,1,Second Row,No,0.0,80.0,92.0,258,1072.8700000000001
Dolphins,Broncos,Jordan Riki,0,Second Row,No,0.0,80.0,83.0,258,1072.8700000000001
Dolphins,Broncos,Patrick Carrigan,0,Lock Forward,No,0.0,57.0,180.0,258,1072.8700000000001
Cowboys,Titans,AJ Brimson,0,Fullback,No,0.0,80.0,140.0,229,1116.17
Cowboys,Titans,Alofiana Khan-Pereira,2,Winger,No,2.0,80.0,85.0,229,1116.17
Cowboys,Titans,Brian Kelly,0,Right Centre,No,1.0,56.0,115.0,229,1116.17
Cowboys,Titans,Aaron Schoupp,0,Left Centre,No,2.0,80.0,136.0,229,1116.17
Cowboys,Titans,Phillip Sami,0,Winger,No,0.0,80.0,50.0,229,1116.17
Cowboys,Titans,Kieran Foran,0,Five-Eighth,No,0.0,56.0,61.0,229,1116.17
Cowboys,Titans,Tanah Boyd,0,Halfback,No,0.0,67.0,43.0,229,1116.17
Cowboys,Titans,Moeaki Fotuaika,0,Prop,No,0.0,63.0,138.0,229,1116.17
Cowboys,Titans,Chris Randall,0,Hooker,No,0.0,69.0,33.0,229,1116.17
